gene_short_name	L_FPKM	R_FPKM	F_FPKM	S_FPKM
AT1G30110	5.17723	30.0988	4.57087	2.28929
AT1G30130	16.5449	46.8125	22.4866	31.8675
AT1G30135	0.33278	1.34231	3.07101	2.684
AT1G30140	0	0.19976	0.0312643	0
AT1G30150	0	0	0.0138292	0
AT1G30160	0.421242	0.165853	2.33253	2.36131
AT1G30180	0	0	0.189044	0.0231132
AT1G30190	0.230249	0.178365	0.0254249	0
AT1G30200	31.1681	35.9787	23.7383	24.5538
AT1G30230	308.254	574.888	357.989	227.243
AT1G30260	7.8792	5.83398	2.58193	13.9466
AT1G30270	19.1343	99.893	16.544	17.5552
AT1G30282	1.24559	0.564446	1.27659	0.932328
AT1G30300	7.13504	15.4635	18.0779	16.7598
AT1G30320	9.91795	9.78325	9.52095	6.53794
AT1G30340	0.0016213	0	0	0
AT1G30360	140.363	172.356	68.1351	156.271
AT1G30380	1666.05	13.0965	437.036	798.098
AT1G30390	0.130031	0.00356452	0.02177	0.00366611
AT1G30400	42.842	114.986	41.5358	11.5832
AT1G30410	14.0542	9.83378	7.6258	4.52674
AT1G30420	3.16661	15.3361	4.12225	3.23899
AT1G30430	0	0	0	0
AT1G30440	30.4924	30.9298	37.2898	24.2739
AT1G30450	12.0437	23.656	15.6705	17.1578
AT1G30455	0.0237411	0.0226753	0.0348471	0.0362458
AT1G30470	24.9298	28.2716	31.6167	24.2993
AT1G30473	0.134857	0.537753	0.362904	0.432865
AT1G30480	9.42656	12.4902	12.1287	9.58091
AT1G30520	24.877	1.59415	19.2201	15.2006
AT1G30530	13.7901	0.74493	66.4325	103.513
AT1G30560	0	0.236307	0	0.0041257
AT1G30570	8.99918	6.08391	6.67448	5.52142
AT1G30610	12.1496	4.6994	8.36758	7.5039
AT1G30620	4.14595	11.2006	16.575	8.2611
AT1G30640	4.13445	19.1765	5.24332	7.96742
AT1G30650	1.22955	44.2936	1.43917	0.144271
AT1G30660	0.181888	0.510869	1.25836	1.88095
AT1G30680	15.2182	6.95666	12.3278	7.36012
AT1G30690	37.6966	47.0963	65.006	40.3574
AT1G30700	1.28439	50.261	0.106814	0.397386
AT1G30710	0	0	11.7849	3.53374
AT1G30720	8.72732	63.7117	0.0460389	0.0782519
AT1G30730	3.22913	42.6315	0.362554	0.0677517
AT1G30740	0.064792	0.0910742	0.988309	0.234456
AT1G30757	1.94548	4.24229	1.01618	1.08238
AT1G30760	0.3778	32.6684	4.81873	4.87273
AT1G30790	0	0	0.17497	0.0518484
AT1G30795	0	0	86.3369	0.199163
AT1G30800	0.0573606	0.0928318	1.65079	0.115543
AT1G30825	10.9064	12.3942	13.4963	10.5657
AT1G30835	15.1732	24.0583	19.5431	16.476
AT1G30835	0	0.00635245	0.396799	0.00605687
AT1G30840	1.21548	15.6164	5.65826	15.6199
AT1G30845	4.57871	8.90537	8.71189	9.60777
AT1G30850	0	2.66269	0.0371437	0.00965518
AT1G30870	0.0148251	60.3077	0.014576	0.0101608
AT1G30890	13.5908	25.2261	24.0236	23.2133
AT1G30900,AT1G30910	23.5331	49.2226	22.83	28.9496
AT1G30950	0.0820006	0	0.117934	0.0598817
AT1G30972	0	0	1.17839	4.7242
AT1G30974	0	0	0.543228	5.63098
AT1G30990	0	3.38972	0.165587	0
AT1G31020	10.1104	17.169	12.6823	9.44882
AT1G31070	11.2161	34.7019	26.5717	18.1166
AT1G31072	0	0	0	0.234177
AT1G31080	0	0.0061135	0.118787	0
AT1G31090	0	0	0	0.340649
AT1G31110	0	0	0	0
AT1G31140	0	0.0257526	0.229694	0.144127
AT1G31150	6.06654	6.32082	11.4342	8.85938
AT1G31166	0	0	0	0
AT1G31170	35.6279	9.97574	26.8718	29.9952
AT1G31173	15.0216	0.167722	0.999409	8.99106
AT1G31175	5.13953	6.54043	7.71465	7.06214
AT1G31190	28.5586	4.16713	14.0718	21.9707
AT1G31220	5.19802	7.6009	8.2723	7.48586
AT1G31258	10.2484	14.63	12.4585	10.1744
AT1G31270	0	0	0.0980736	0.0394971
AT1G31280	4.31843	6.36492	8.29457	12.4772
AT1G31290	1.24516	0.04412	1.24986	14.5029
AT1G31300	33.5327	35.2147	42.0517	43.7182
AT1G31320	1.68238	10.4519	3.21675	1.95231
AT1G31355	1.25906	5.06467	4.05794	2.65072
AT1G31360	5.74478	6.21853	7.1317	5.5785
AT1G31420	53.1547	30.868	45.4021	53.5663
AT1G31480	6.69848	8.66584	7.77025	8.53461
AT1G31485	0.213074	0.606546	1.75815	2.96809
AT1G31510	0	0	0	0.00816619
AT1G31580	273.51	1.98809	164.182	99.7175
AT1G31620	0	0	0.278476	0.0429421
AT1G31670	0.0024023	0.435915	0	0.00724627
AT1G31690	2.8934	0.00239776	0.00239585	0
AT1G31710	13.1443	24.9261	1.26635	0.692393
AT1G31720	0.868945	2.98861	3.61795	6.14177
AT1G31730	27.7078	46.0371	33.0557	30.342
AT1G31772	0.0128654	4.44084	0.00712786	0
AT1G31780	17.5635	26.8776	23.5382	25.1275
AT1G31800	51.6069	3.911	42.2291	57.0234
AT1G31840	0.542871	1.01821	0.78902	0.770451
AT1G31850	20.4387	71.6827	46.8456	69.2336
AT1G31870	9.12954	11.8522	11.8396	10.5018
AT1G31880	1.4115	1.5069	3.56694	1.30431
AT1G31885	0.429477	10.5927	0.0216987	0.0552296
AT1G31910	54.8685	114.865	76.3092	78.5119
AT1G31900	0.862691	2.86668	1.19904	2.14865
AT1G31930	19.0661	25.0456	22.1009	12.4205
AT1G31935	6.48469	21.2436	11.9531	13.2489
AT1G31950	0.565713	34.0704	0.727877	1.05443
AT1G31970	31.4682	50.1772	58.4107	32.4116
AT1G31990	0.110884	0.16953	4.55546	0.42307
AT1G31993	0.00227317	0	0	0.00344613
AT1G32030	0	0.00501864	0.0311951	0
AT1G32040	0	0	0	0
AT1G32049	0	0.0124795	0.0910703	0
AT1G32050	85.8584	122.092	124.253	155.809
AT1G32060	806.623	3.41455	238.197	446.149
AT1G32120	3.34931	4.26252	12.7299	4.77989
AT1G32150,AT1G32160	75.2621	20.035	43.3074	43.8331
AT1G32170	9.32675	82.8099	18.1201	102.573
AT1G32172	0.0884876	0.265798	0.554854	0.0985673
AT1G32220	99.1313	5.40915	65.4231	67.3148
AT1G32225	0	0	0.0731193	0.012795
AT1G32230	105.686	185.104	87.8393	92.8669
AT1G32250	0.0202657	0	4.25785	0
AT1G32270	0.0449441	1.56903	0.0457601	0.15733
AT1G32280	0	0	4.41777	60.3326
AT1G32300	0	0	3.49637	0.149335
AT1G32310	9.12069	11.7411	11.0882	12.2278
AT1G32320	0.0130202	0.00623218	1.05972	0.0865996
AT1G32337	0	0	0	0.0891
AT1G32360	19.5696	15.3571	14.4483	12.3293
AT1G32361	0.0148116	0	1.05977	0.00999944
AT1G32370,AT1G32375	13.8391	17.5792	19.4518	15.6662
AT1G32380	10.1401	15.9895	19.7151	9.32673
AT1G32385	0.518302	2.24795	2.31832	0.907961
AT1G32390	0	0.0205831	0.071967	0.0206098
AT1G32410	24.4121	31.9383	25.491	34.5665
AT1G32415	0.853686	1.32928	1.21693	0.965123
AT1G32420	0	0	0.0291442	0.00756408
AT1G32440	19.2783	22.3997	16.6179	14.2349
AT1G32460	43.1129	88.0715	24.6589	26.6504
AT1G32480	0.00602588	0	0.0118582	0
AT1G32505	0	0	0	0
AT1G32510	0.0546776	0.968514	0.167533	0.703359
AT1G32540	31.4362	0.456769	30.9919	40.9995
AT1G32560	0.460323	1.50522	1.02854	2.24309
AT1G32570	1.75265	0.828249	3.26301	1.453
-	0.0272313	0.0521264	0.314403	0.0522879
AT1G32580	35.0631	38.0117	46.1268	33.7997
AT1G32583	1.17095	1.83067	0.133865	1.57546
AT1G32582	0	0	0	0
AT1G32590	0	0.00583525	0.0957348	0
AT1G32600	0	0	0.0776064	0.00667687
AT1G32630	4.82926	5.93664	5.28437	3.79598
AT1G32660	0	0	0.323284	0
AT1G32670	0	0	0	0
AT1G32680	0	0	0	0
AT1G32700	58.3098	119.893	46.6918	44.5724
AT1G32710	0.0636306	0.136681	0.0640894	0.0138047
AT1G32720	0	0	0	0
AT1G32730	4.00603	3.57259	5.85518	4.11216
AT1G32740	1.51985	2.10755	4.68273	4.75835
AT1G32760	2.63446	4.37471	5.79313	2.33833
AT1G32810	10.7442	14.8016	12.0498	10.1419
AT1G32820	0	0	0	0
AT1G32850	0.0564457	0.102043	0.273689	1.16609
AT1G32870	4.63251	4.72067	7.68815	8.18042
AT1G32910	0.0238461	0.022691	0.127326	0.14047
AT1G32920	105.857	46.4458	31.172	21.4053
AT1G32928	21.0887	16.6891	13.1108	6.88381
AT1G32940	3.78247	5.54436	3.97716	2.96271
AT1G32950	0.186778	1.04056	0.188452	0.305027
AT1G32960	0.437369	0.130428	0.118528	0.0702613
AT1G32975	0	0	0	0
AT1G32990	297.33	12.2227	147.65	180.23
AT1G32992	0	0	0.224694	0
AT1G33000	0	0	0.368162	0
AT1G33010	0	0	0	0
AT1G33020	0	0.00413466	0.0172264	0.93939
AT1G33040	55.052	28.9974	73.3741	69.5203
AT1G33070	0	0	0	0
AT1G33080	5.75747	8.90493	3.69512	1.62893
AT1G33090	0	1.8115	0	0
AT1G33100	0	0.473347	0.0190568	0.004857
AT1G33110	42.4439	22.668	25.5307	5.26998
AT1G33120	178.332	267.531	236.955	205.251
AT1G33135	0	0	0	0
AT1G33140	213.632	323.128	279.048	242.418
AT1G33160	0.0131955	0	0.039187	0.0263501
AT1G33170	20.8232	12.8628	42.0915	21.2791
AT1G33180	0	0.0629285	0.0965392	0.0332403
AT1G33200	0.0211722	0.11154	0	0
AT1G33220	0.00614435	0.0234311	0	0
AT1G33230	19.001	39.9628	28.5186	21.8023
AT1G33260	1.55602	6.03397	2.09493	9.75642
AT1G33265	15.4355	23.6285	28.7563	31.746
AT1G33280	0.0427886	5.66711	0	0.0281334
AT1G33290	33.6074	13.4963	22.8131	20.5722
AT1G33320	0.0210188	0.716117	0.0153492	0
AT1G33330	12.4563	8.00207	9.20051	11.4671
AT1G33340	2.69253	3.52349	0.50799	0.294027
AT1G33360	8.11175	25.016	21.2573	13.4629
AT1G33415	4.00124	6.09036	5.42094	4.18595
AT1G33450	0	0	0	0
AT1G33470	38.3221	58.5219	84.6536	62.361
AT1G33500	0.0992205	0.909473	0.671409	0.42723
AT1G33530	0	0	0	0
AT1G33560	2.44141	12.275	7.23975	5.0981
AT1G33590	113.716	63.7364	41.9672	49.4847
AT1G33600	52.5689	2.83803	13.0299	26.9819
AT1G33610	8.50762	7.62373	1.97609	1.46095
AT1G33670	0	0.242091	0	0
AT1G33680	26.4311	38.0105	30.2803	23.9361
AT1G33710	0	0	0.263673	0
AT1G33730	0	0.00668427	0.0823107	0.0046826
AT1G33743	0	0	0.0500094	0
AT1G33750	0.0479585	26.9305	0.0675614	0.133436
AT1G33760	0.686756	0.0877855	0.103935	0.189945
AT1G33770	0.882405	0.0743416	3.8552	3.33242
AT1G33790	3.73143	19.2672	1.5961	0.170899
AT1G33800	1.86911	50.5869	7.12059	30.5819
AT1G33810	73.4183	18.5503	57.2479	64.3834
AT1G33811	45.8892	0.0334816	10.0389	9.22881
AT1G33835	0	0	0	0
AT1G33855	0	0	0	0
AT1G33860	0	0	0	0
AT1G33910	0.00651529	0	0	0
AT1G33920	0	0	0	0
AT1G33925	0	0	0	0
AT1G33930	3.23304	0.0458213	0.821432	0
AT1G33960	0.296373	0.0465137	0.309076	0.0287144
AT1G33980	20.9698	28.5101	25.388	20.8389
AT1G33990	53.0125	56.5912	42.9148	46.6668
AT1G34020	12.2873	22.4845	20.8302	17.9695
AT1G34040	0.317925	13.0484	1.583	7.33515
AT1G34041	0	0.0800938	0	0
AT1G34044	0.46088	1.37878	0.318615	0.140383
AT1G34046	0	0	0	0.0702174
AT1G34050	0	0.196095	0	0
AT1G34070	0	0	0	0
AT1G34090	0.00218966	0	0	0
AT1G34097	0	0	0	0
AT1G34100	0.0528242	0.0509253	0.0370036	0.0308382
AT1G34120	4.53188	8.15998	5.14095	5.12184
AT1G34130	21.0528	43.8613	37.6378	41.6464
AT1G34150	6.47357	12.073	7.00414	4.67725
AT1G34160	1.24625	2.66907	2.64167	2.02411
AT1G34180	0.25723	5.72558	1.59201	1.93949
AT1G34190	26.5953	50.8407	29.2901	31.0105
AT1G34200	9.08813	11.2162	6.39782	3.33133
AT1G34210	18.3327	6.74893	23.2528	11.9791
AT1G34240	0	0	0	0
AT1G34245	4.48768	0.034887	2.98114	2.73276
AT1G34260	7.07552	8.07949	5.41345	7.39682
AT1G34290	0	0	0.0164227	0
AT1G34300	10.0617	23.9455	6.55276	6.85619
-	0	0	0	0.872106
AT1G34320	28.996	51.7453	28.3165	24.1478
AT1G34330	0.0226136	2.13027	0.0509432	0.0161359
AT1G34340,AT1G34350	26.306	29.0465	47.0396	41.0904
AT1G34355	2.12263	3.51733	3.67256	1.84245
AT1G34360	4.46763	9.00427	6.61507	7.02517
AT1G34370	38.4437	83.9882	22.7258	20.8606
AT1G34390,AT1G34410	0	0.0595295	0.00484168	1.1816
AT1G34418	65.6859	87.6152	83.9406	100.41
AT1G34420	0.259396	5.28905	0.624447	0.428693
AT1G34460	0.83578	0.708639	3.16628	1.46471
AT1G34470	9.97274	10.7182	14.3464	16.9458
AT1G34480	0.219233	0.157964	0.318042	0.25795
AT1G34490	0	0.802131	0	0
AT1G34500	0	0.60677	0.00708563	0
AT1G34520	0	0.163148	0	0.141272
AT1G34530	0	0	0	0.00107365
AT1G34540	0	0.25513	0	0
AT1G34560	0	0.021896	0.380076	0.00573644
AT1G34580	2.00361	0.00674174	1.17467	79.3562
AT1G34590	0	0	0	0.00203687
AT1G34610	0.000851607	0	0	0.00374494
AT1G34630	9.87777	23.7639	12.6467	8.02258
AT1G34650	0.00278432	0.00534432	0.059431	1.43702
AT1G34660	0	0	0.847053	0.0457469
AT1G34670	0.207626	21.8895	0.0111099	0.124528
AT1G34680	0	0	0	0
AT1G34690	0	0	0	0
AT1G34700	0	0	0	0.000246182
AT1G34710	0	0	0	0
AT1G34770	5.22441	10.8197	12.8598	7.84386
AT1G34844	3.23575	3.3411	5.83828	5.76812
AT1G34904	0.0154845	0.00305054	0.010105	0.00861609
AT1G34967	0.00488392	0.00102904	0.0058294	0.00388423
AT1G34790	0	0	0.582577	9.63904
AT1G34797	0	0	0	0
AT1G34803	0	0	0	0
AT1G34808	0	0	0	0
AT1G34813	0	0	0	0
AT1G34818	0	0	0	0
AT1G34823	0	0	0	0
AT1G34828	0	0	0	0
AT1G34836	0	0	0	0
AT1G34910	0	0	0	0
AT1G35030	0	0	0.00813952	0
AT1G35040	0	0	0	0
AT1G35050	0	0	0	0
AT1G35060	0	0	0	0
AT1G35100	0	0.00403027	0.0117176	0.0183064
AT1G35115	13.6821	20.315	22.6561	13.0536
AT1G35130	0.0422579	0	1.00938	0.630914
AT1G35140	11.8835	2.8008	10.4324	1.05336
AT1G35160	70.6648	143.05	119.523	108.8
AT1G35181	0	0	0.0784611	0
AT1G35183	0.306016	0	1.02705	6.46239
AT1G35190	12.6949	43.7467	40.8596	4.92869
AT1G35220	8.55834	22.977	12.7854	14.9821
AT1G35230	0.763389	3.11414	1.39029	3.27074
AT1G35242	0	1.95019	0.157736	2.27077
AT1G35280	0.0860703	0.531139	21.2788	1.36679
AT1G35300	0.00798435	0	0	0.015364
AT1G35330	0.0692843	4.48096	0.00380759	0.0175461
AT1G35333	0	0	0.0856781	0.0945919
AT1G35340	53.0876	8.04859	26.5594	32.2085
-	1.30314	0.303189	3.14486	1.08134
AT1G35360	0	0	0	0
AT1G35365	0	0	0.24792	0
AT1G35370	0	0	0	0
AT1G35390	0	0	0	0
AT1G35400	0	0	2.66166	0
AT1G35410	0	0	0.0157389	0
AT1G35420	69.3997	3.05592	18.6522	26.8021
AT1G35460	12.9653	9.85098	17.1505	14.9179
AT1G35461	0	0	0	0
AT1G35465	0.0242265	0	0.0951869	0
AT1G35467	0	0	3.75551	0.687178
AT1G35490	0	0.00412346	66.8213	5.99201
AT1G35500	0	0	0	0
AT1G35501	0	0	0	0
AT1G35510	13.7776	11.1951	13.994	8.85946
AT1G35513,AT1G35515,AT1G35516	53.321	71.9642	58.9911	27.375
AT1G35530	1.61049	2.78868	3.09185	2.09781
AT1G35535	0	0	0	0
-	0	0.0116041	0	0.744927
AT1G35540	0	0	0.44327	1.12496
AT1G35550	0.0449091	0.0102047	0.0528055	0
AT1G35590	0.00272781	0	0	0
AT1G35600	0.000648058	0.00499144	0.000828281	0
AT1G35612	59.7381	38.8348	14.0828	42.362
AT1G35614	0	0	0	0.0213848
AT1G35617	0.0215407	0.0377066	0	0
AT1G35620	35.352	46.8178	38.2603	44.7106
AT1G35640	0.00120056	0	0	0
AT1G35645	0.00162914	0	0.00106907	0.00162864
AT1G35660	3.43585	5.6107	3.95639	3.57844
AT1G35670	16.1913	44.7884	16.4125	10.6511
AT1G35680	441.492	20.3933	205.163	215.036
AT1G35690	0	0	0.0117121	0
AT1G35700	0	0	0	0
AT1G35710	2.66604	1.76994	3.47089	2.06705
AT1G35720	101.834	501.932	130.137	286.582
AT1G35740	0	0	0	0
AT1G35760	0	0	0	0.00146671
AT1G35840	0	0	0	0
AT1G35850	0	0	0	0
AT1G35870	0	0	0.00128772	0
AT1G35890	0	0	0.0395501	0
AT1G35920	0	0	0	0
AT1G35930	0	0	0	0
AT1G35940	0	0	0	0
AT1G35950	0	0	0	0
AT1G35970	0	0	0.00478496	0
AT1G36000	0	0	0.0181887	1.66417
AT1G36010	0	0	0	0
AT1G36030	0	0	0	0
AT1G36035	0	0	0	0
AT1G36040	0	0	0	0
AT1G36050	28.8516	52.6227	37.0767	30.8476
AT1G36080	0.000459076	0	0.0114816	0.000278819
AT1G36100	0	0	0	0
AT1G36105	0	0	0.214791	0.0192473
-	0.0307599	0.33599	0	0
-	0	0.0181187	0.358373	0
AT1G36150	0	0.00877182	9.55217	0
AT1G36160	35.5437	46.2519	65.6119	53.0749
AT1G36180	2.16705	1.99097	2.79274	2.04347
AT1G36185	0	0	0.00136227	0.00140322
AT1G36210	0	0	0	0
AT1G36225	0	0	0	0
AT1G36240	0.0425873	0	0.0821665	0
AT1G36250	0	0	0	0
AT1G36280	7.13203	11.2168	14.9981	10.8956
AT1G36305	0.000201145	0.00332591	0.00507097	0.000809093
AT1G36310	18.0703	27.3583	28.0591	21.0624
AT1G36320	72.6804	17.7237	40.3841	37.7727
AT1G36350	0	0	0	0
AT1G36360	0	0	0	0
AT1G36380	20.8137	26.5504	25.1742	23.1363
AT1G36395	0	0	0	0
AT1G36400	0	0	0	0
AT1G36420	0	0	0	0
AT1G36430	0	0	0	0
AT1G36440	0	0	0	0
AT1G36445	0	0	0	0
AT1G36450	0	0	0	0
AT1G36480	0	0	0	0
AT1G36485	0	0	0	0
AT1G36490	0	0	0	0
AT1G36495	0	0	0	0
AT1G36500	0	0	0	0
AT1G36510	0	0	0	0
AT1G36520	0.00182455	0	0	0
AT1G36540	0	0	0	0
AT1G36550	0	0	0	0
AT1G36570	0	0	0	0
AT1G36590	0.00407254	0.000632377	0.00062529	0
AT1G36610	0.0491902	0.00680573	0.000334079	0
-	0	0.313621	2.35612	0.0186261
AT1G36675,AT1G36680	0.351139	1.6145	1.12762	1.84143
AT1G36710	0	0	0	0
AT1G36720	0.000630834	0.00479395	0.00703176	0.001394
AT1G36745	0	0	0	0
AT1G36750	0	0	0	0
AT1G36756	0	0	0	0
AT1G36770	0.00154296	0	0.00145856	0
AT1G36775	0	0	0	0
AT1G36790	0	0	0	0
AT1G36810	0	0	0.00147878	0.00156473
AT1G36840	0	0	0	0
AT1G36920	0.0328203	0.047248	1.1375	0.0538172
AT1G36925	0	0	0	0
AT1G36940	2.75195	1.52461	2.07925	0.902134
AT1G36960	0	0	0	0
AT1G36975	0	0	0	0
AT1G36980	121.582	164.882	94.5357	105.429
AT1G36992	1.82224	2.57133	2.39361	2.10154
AT1G37000	0.0209238	0.390556	0.122227	0
AT1G37000	0.0101959	0.019238	0	0
AT1G37010	0.0412058	0.040356	0	0
AT1G37015	0	0.0521918	0	0
AT1G37020	0	0	0	0
AT1G37030	0	0	0	0
AT1G37038	0	0	0	0
AT1G37040	0	0	0.00411893	0.00133467
AT1G37050	0	0	0	0
AT1G37060	0	0	0	0
AT1G37057	0	0	0	0.00416213
AT1G37095	0	0	0	0
AT1G37113	0	0	0.00914912	0
AT1G37130	560.649	142.11	15.6746	15.7519
AT1G37170	0	0	0.00266482	0.000829557
AT1G37190	0.00188428	0	0.00177883	0
AT1G37210	0	0	0	0
AT1G37275	0	0	0	0
AT1G37405	0	0	0	0
AT1G37471	0	0	0	0
AT1G37537	0	0	0	0
AT1G37603	0.00318525	0	0	0
AT1G37669	0	0	0	0
AT1G37801	0	0	0	0
-	0.20542	0.16191	0.245599	0.325541
AT1G38140	0	0.00971544	0.00325329	0
AT1G38149	0	0	0	0
AT1G38158	0	0	0	0
AT1G38167	0	0	0	0
AT1G38176	0	0	0	0
AT1G38185	0	0	0	0
AT1G38194	0	0	0	0
AT1G38203	0	0	0	0
AT1G38212	0	0.00047789	0	0
AT1G38221	0	0	0	0
AT1G38240	0	0	0	0
AT1G38250	0	0	0	0
AT1G38270	0	0	0	0
AT1G38280	0	0.000690404	0	0
AT1G38290	0	0	0	0
AT1G38310	0	0	0	0
AT1G38320	0	0	0	0
AT1G38340	0	0	0	0
AT1G38350	0	0	0	0
AT1G38360	0.000759883	0	0	0
AT1G38380	0	0	0	0
AT1G38390	0	0	0	0
AT1G38400	0	0	0	0
AT1G38410	0	0.00098767	0	0
AT1G38416	0	0	0	0
AT1G38440	0	0	0	0
AT1G38450	0.00150822	0	0	0.00074969
AT1G38460	0	0	0	0
AT1G38550	0	0	0	0
AT1G38950	0	0	0	0
AT1G39513	0	0	0	0
AT1G39590	0.00018056	0	0	0
AT1G39670	0	0	0	0
AT1G39910	0	0	0	0
AT1G39990	0.000446349	0	0	0
AT1G40069	0	0	0	0
AT1G40071	0	0	0	0
AT1G40074	0.000470929	0	0	0
AT1G40078	0	0	0	0
AT1G40079	0	0	0	0
AT1G40081	0	0	0	0
AT1G40084	0	0	0	0
AT1G40085	0	0	0	0
AT1G40097	0	0	0	0
AT1G40099	0	0	0	0.00694067
AT1G40104	0	0	0	0
AT1G40105	0	0	0.00138337	0
AT1G40107	0	0	0.000554657	0
AT1G40109	0	0	0.00044027	0
AT1G40113	0	0	0	0
AT1G40115	0	0	0	0
AT1G40117	0.000338909	0	0.000388393	0.00220684
AT1G40119	0.00238938	0	0.0013705	0
AT1G40121	0.0171398	0	0.00486987	0.0207207
AT1G40123	0.000459109	0	0	0
AT1G40125	0.00541133	0.00416827	0.0150408	0.00274222
AT1G40129	0	0	0	0.00738579
AT1G40131	0	0	0	0
AT1G40135	0	0	0	0
AT1G40137	0	0	0	0
AT1G40141	0	0	0	0
AT1G40136	0	0	0	0
AT1G40124	0	0	0	0
AT1G40118	0	0	0	0
AT1G40112	0	0	0	0
AT1G40100	0	0	0	0
AT1G40150	0	0	0	0
AT1G40230	0	0	0	0
AT1G40310	0	0	0	0
AT1G40076	0	0	0	0
AT1G40470	0	0	0	0
AT1G41115	0	0	0	0
AT1G41600	0	0	0	0
AT1G41630	0	0	0	0
AT1G41650	0	0	0	0
AT1G41660	0	0	0	0
AT1G41680	0.0101038	0	0.00523627	0
AT1G41690	0	0	0	0
AT1G41723	0	0	0	0
AT1G41710	0	0	0	0
AT1G41720	0	0	0	0
AT1G41726	0	0	0	0
AT1G41755	0	0	0	0
AT1G41770	0	0	0	0
AT1G41790	0	0	0	0
AT1G41803	0	0	0	0
AT1G41825	0	0	0	0
AT1G41827	0	0	0	0
AT1G41850	0	0	0	0
AT1G41855	0	0	0	0
AT1G41860	0	0	0	0
AT1G41870	0	0	0	0
AT1G41875	0	0.0440833	0.0436592	0.0414134
AT1G41893	0	0	0	0
AT1G41896	0.000678487	0	0.000492136	0.000257101
AT1G41910	0	0	0.00252891	0
AT1G41930	0	0	0	0.00134626
AT1G42045	0	0	0	0
AT1G42100	0	0	0	0
AT1G42110	0	0	0.180147	0.0118282
AT1G42130	0	0	0	0
AT1G42150	0	0	0	0
AT1G42160	0	0	0.0628124	0
AT1G42170	0	0	0	0
AT1G42190	0	0	0.124749	0
AT1G42230	0	0	0	0
AT1G42240	0.00328956	0	0	0
AT1G42250	0	0	0	0
AT1G42260	0	0	0	0
AT1G42270	0	0	0	0
AT1G42280	0	0	0	0
AT1G42290	0	0	0	0
AT1G42320	0	0	0.000402313	0
AT1G42390	0	0	0	0.000837018
AT1G42410	0	0.00565542	0.0113887	0.14263
AT1G42430	17.5518	8.00206	17.2102	13.7825
AT1G42450	0	0	0	0
AT1G42470	19.2159	27.1845	43.1377	32.263
AT1G42480	13.3368	22.109	31.6156	31.6166
AT1G42515	0	0	0	0
AT1G42520	0	0	0	0
AT1G42525	0	0	0	0
AT1G42540	15.8612	9.31853	14.6615	10.839
AT1G42550	42.3717	1.40067	14.5062	14.5729
AT1G42570	0.00415456	0	0	0
AT1G42590	0	0.0269565	0	0
AT1G42600	0	0	0	0
AT1G42602	0	0	0	0
AT1G42610	0	0	0	0
AT1G42630	0	0	0	0
AT1G42655	0	0	0	0
AT1G42680	0.815802	1.47037	0.935363	0.730213
AT1G42690	0	0	0	0.00485486
AT1G42695	0	0	0	0
AT1G42699	0	0	0	0
AT1G42703	0	0	0	0
AT1G42698	0	0	0	0
-	0	0	0	0.301696
AT1G42700	0	0	0	0.140751
AT1G42705	0	0	0	0.0407681
AT1G42718	0	0	0	0
AT1G42727	0	0	0	0
AT1G42736	0	0	0	0
AT1G42888	0	0	0	0
-	0	0	0.366245	0.00364334
AT1G42924	0.0163491	0.00324385	0.0052489	0.0360291
AT1G42960	159.068	116.482	156.039	151.7
AT1G42970	842.408	8.27207	362.703	607.868
AT1G42980	0.0174976	0.0405738	0.00577679	7.91088
AT1G43000	0.0699745	0.427794	0.301216	1.03302
AT1G43005	0	0	0.297374	0.278894
AT1G43010	0.00739771	1.07537	0	0
AT1G43020	0.0986708	10.3725	0.0157211	0.450768
AT1G43030	0	0	0	0
AT1G43040	0.0260721	2.70732	0	0.0257308
AT1G43060	0.0113074	0.00317525	0.0129817	0.0459076
AT1G43070	0	0	0	0
AT1G43140	0.0113421	1.81857	0.408916	0.0228011
AT1G43145,AT1G43150	0	0	0.508512	0.00104635
AT1G43160	0.079696	17.1404	0.88709	2.21227
AT1G43170	404.782	693.427	642.771	410.332
AT1G43171	0	0	0	0
AT1G43195	0	0	0	0
AT1G43200	0	0	0.00421517	0.47222
AT1G43220	0	0	0	0.223426
AT1G43250	0.0328182	0.0614122	0.0262561	0.0190698
AT1G43260	0.00796637	0.0233781	0.0233251	0.00769277
AT1G43270	0.0146116	0.0169223	0.0365389	0.00909796
AT1G43280	0	0	0	0
AT1G43320	0	0	0	0
AT1G43330	0	0	0	0
AT1G43415	0	0	0	0
AT1G43502	0	0	0	0
AT1G43590	3.07818	0.750607	1.60194	0.853736
AT1G43600	0.00523882	0.0221232	0.204502	0.0211451
AT1G43610	0.0193388	0.00398069	0.116853	0
AT1G43660	0	0	0	0
AT1G43670	168.165	19.4023	85.6173	127.889
AT1G43675	2.62041	0.306309	1.20132	1.72489
AT1G43680	0.00858251	0	0.0580183	0.0170558
AT1G43690	20.1047	29.8315	25.2366	21.8185
AT1G43700	32.0244	44.9313	26.9117	24.0812
AT1G43720	0	0	0	0.00627265
AT1G43722	0	0	0	0
AT1G43725	0	0	0	0
AT1G43763	0	0	0	0
AT1G43765	1.71835	6.89218	2.24852	0.546108
AT1G43766	0	0	0	0
AT1G43770	3.11444	3.61354	5.76558	5.36495
