Gene_id	log2(7h+DEX/7h-DEX)	log2(25h+DEX/25h-DEX)	log2(gdu1-1D/WT)	log2(GDU2/WT)	log2(GDU5/WT)	log2(GDU6/WT)
AT1G19680	0.113256	0.465146	0.499069	0.289066	0.517815	0.803655
AT1G20696	0.0283716	0.251972	0.448599	0.302748	0.561016	0.674988
AT1G21930	-0.356445	-0.149163	0.043211	-0.0656688	-0.00534138	0.177615
AT1G22770	0.270165	0.321931	0.507773	0.600645	0.651445	1.03966
AT1G22885	0.0383453	0.165855	0.24085	0.0930765	0.3128	0.669005
AT1G24240	-0.0288346	0.121569	0.160463	0.295251	0.177351	0.456287
AT1G28250	-0.0182066	-0.13822	0.294621	0.191362	0.364407	0.454685
AT1G29760	0.0762007	0.0626478	0.368666	0.141397	0.475307	0.522557
AT1G29770	0.0762007	0.0626478	0.368666	0.141397	0.475307	0.522557
AT1G32310	-0.147174	-0.226536	0.0353976	-0.0821668	-0.0612994	0.290755
AT1G32360	0.0786477	0.0103192	0.0694925	0.172394	0.204566	0.581357
AT1G35670	0.0446892	-0.0382978	0.182854	-0.0424566	0.221871	0.438484
AT1G36380	0.0729216	0.285485	0.571165	0.309696	0.233717	0.616424
AT1G36980	-0.0767867	-0.0062555	0.204919	0.219151	0.107131	0.539697
AT1G48440	0.0257478	0.202318	0.322641	0.294724	0.187451	0.54036
AT1G50440	-0.0403092	-0.0795535	0.249976	0.0760699	0.106352	0.445642
AT1G53400	0.0788705	0.0115299	0.370247	0.166157	0.332983	0.668894
AT1G55510	0.0284118	-0.0809514	0.0245112	0.0518619	0.299247	0.455749
AT1G68810	-0.0414288	0.173137	0.446529	0.363983	0.463291	0.514133
AT1G72710	0.0188356	-0.0570823	0.248081	0.221259	0.359139	0.519353
AT1G73030	0.0578417	0.150484	0.27859	0.132715	0.404722	0.444128
AT1G73380	0.106937	0.0485212	0.248681	0.121317	0.38144	0.556218
AT1G75440	0.0860882	-0.0402455	0.248688	-0.0509002	0.145232	0.618565
AT1G80310	0.234636	0.49314	0.302638	0.348802	0.483038	0.784203
AT1G06400	-0.0116874	0.0423483	0.381933	0.22696	0.334603	0.527941
AT1G07480	-0.0265829	0.165026	0.275171	0.198502	0.244225	0.447863
AT1G10200	0.024667	0.219621	0.315651	0.354092	0.328689	0.743529
AT1G12120	0.183631	0.177314	0.341203	0.309601	0.322149	0.699125
AT1G12440	-0.0691693	-0.329704	-0.0117101	-0.0496509	0.0940268	0.362377
AT1G13390	-0.0143211	-0.0563956	0.249348	0.11657	0.159032	0.451892
AT1G15230	-0.075493	-0.117765	0.111021	0.216698	0.206398	0.466493
AT1G15880	0.0312164	0.155494	0.486175	0.28647	0.573154	0.673586
AT1G16240	0.0467241	0.0949444	0.256187	0.17341	0.314917	0.509
AT1G16840	0.0239596	0.138162	0.468979	0.370127	0.374621	0.650603
AT1G18470	0.122499	0.135327	0.366632	0.245205	0.447472	0.642516
AT1G18670	0.271226	0.474105	0.333535	0.359534	0.443017	0.743969
AT1G19370	0.108556	0.415608	0.279968	0.480164	0.506237	0.834359
AT1G23960	0.121246	0.00155388	0.347212	0.11237	0.225942	0.518454
AT1G33970	0.047884	0.427315	0.500342	0.388489	0.407058	0.750697
AT1G43245	-0.135253	-0.0542833	0.147616	0.0863044	0.144637	0.579269
AT1G43620	-0.0284837	0.191615	0.251702	0.263721	0.175371	0.581946
AT1G50600	0.0984091	-0.0180628	0.151398	0.182678	0.330012	0.561066
AT1G57540	-0.067498	-0.106131	0.0493814	0.0658462	0.0762057	0.382494
AT1G58030	0.227926	0.265484	0.464423	0.261221	0.612588	0.679979
AT1G58235	-0.0206138	0.278114	0.205879	0.0900256	0.169194	0.511276
AT1G62310	0.0483414	0.112401	0.41003	0.10365	0.213224	0.526594
AT1G63880	0.107549	-0.0679551	0.404753	0.213869	0.472971	0.59124
AT1G71080	-0.105053	0.0577047	0.283974	0.198042	0.288367	0.470392
AT1G73200	0.0914808	0.196931	0.385772	0.288218	0.564987	0.732274
AT1G74920	0.105557	0.152019	0.23905	0.278444	0.26496	0.610116
AT2G01490	-0.00295589	0.261451	0.379172	0.190949	0.223028	0.550189
AT2G02760	-0.0214301	0.162	0.255662	0.112176	0.0842437	0.605725
AT2G04550	-0.0797925	0.125246	0.309733	0.0769609	0.299227	0.480164
AT2G04690	0.0957296	0.260141	0.519933	0.135879	0.401232	0.563556
AT2G14080	0.296533	0.480652	0.54186	0.436254	0.869905	0.87908
AT2G15900	-0.0145926	-0.0512927	0.170223	0.0930992	0.298226	0.524455
AT2G16365	-0.025601	0.312998	0.333668	0.21152	0.266429	0.525391
AT2G26200	-0.0582389	-0.0731456	0.196944	0.274829	0.384764	0.525804
AT2G28305	0.203323	0.323399	0.270016	0.260829	0.454443	0.691212
AT2G36320	0.261103	0.145353	0.291269	0.0474013	0.338691	0.670032
AT2G37480	0.0273439	-0.118222	0.197651	0.175056	0.315213	0.461634
AT2G46900	0.064107	0.0814646	0.252593	0.100342	0.342546	0.452234
AT2G02570	-0.00621408	0.0206175	0.322186	0.239015	0.261416	0.481145
AT2G03640	-0.11471	0.122104	0.30369	0.218946	0.130253	0.620183
AT2G14260	-0.0704895	0.0644117	0.275164	0.100553	0.050731	0.452023
AT2G25730	0.0983745	0.171997	0.475319	0.393945	0.622045	0.870464
AT2G26070	-0.00605463	-0.0283774	-0.0187655	0.0497375	0.0836228	0.479568
AT2G33835	-0.0779855	0.0376814	0.165681	-0.0632197	0.224317	0.346949
AT2G38000	0.04658	0.393233	0.598536	0.478942	0.555977	0.811749
AT2G44140	0.0861847	0.282696	0.348226	0.231831	0.417385	0.696421
AT2G45980	0.17494	0.175605	0.302237	0.216083	0.344154	0.729504
AT3G02130	0.292258	0.0956367	0.221342	0.347779	0.412278	0.639761
AT3G02340	0.261315	0.209902	0.503342	0.271308	0.602579	0.830923
AT3G07790	0.226956	0.212444	0.322582	0.408536	0.532511	0.661482
AT3G15770	-0.00100214	0.367527	0.489675	0.383168	0.316959	0.669252
AT3G15780	-0.00100214	0.367527	0.489675	0.383168	0.316959	0.669252
AT3G15790	-0.00100214	0.367527	0.489675	0.383168	0.316959	0.669252
AT3G16857	0.23384	0.111531	0.495788	0.284168	0.471176	0.822654
AT2G32460	0.0833947	0.225428	0.322506	0.30798	0.40401	0.491085
AT3G24350	0.013298	0.115705	0.294784	0.348868	0.30747	0.537816
AT3G47610	0.178707	0.142514	0.300044	0.161327	0.289351	0.59895
AT3G56360	0.248491	0.599684	0.389714	0.552426	0.65305	0.802256
AT3G56720	0.0564907	0.136252	0.331401	0.334227	0.47555	0.603889
AT3G56730	0.0564907	0.136252	0.331401	0.334227	0.47555	0.603889
AT3G58680	-0.127918	-0.114969	0.161473	0.178132	0.186528	0.553279
AT3G60300	0.0426965	0.115551	0.4163	0.16209	0.355795	0.637002
AT3G61580	0.161307	0.138069	0.168601	0.199763	0.39736	0.758842
AT3G62620	-0.205396	-0.379409	0.0586425	-0.116646	-0.0175722	0.150549
AT3G01310	0.140633	0.215066	0.178052	0.205626	0.229015	0.677527
AT3G01770	0.0728518	0.0838904	0.408235	0.220673	0.580215	0.6269
AT3G05160	-0.0046354	-0.102649	0.0409815	0.156788	0.24801	0.608884
AT3G05165	-0.0046354	-0.102649	0.0409815	0.156788	0.24801	0.608884
AT3G08780	-0.0340996	-0.0397279	0.308368	0.33974	0.428379	0.568792
AT3G09320	0.0373402	0.0567346	0.370584	0.182078	0.27151	0.533268
AT3G10770	0.00873897	0.0311283	0.219394	0.250949	0.243395	0.581055
AT3G17020	0.140038	0.310222	0.4233	0.266457	0.448978	0.754755
AT3G19553	0.207626	0.127917	0.275639	0.0834521	0.325969	0.720976
AT3G20770	0.0583834	0.187651	0.438891	0.141444	0.461005	0.502993
AT3G21650	0.0153153	0.00658091	-0.0752101	0.0767377	0.186297	0.364256
AT3G26165	-0.0225235	-0.0432944	0.422663	0.202749	0.35318	0.742754
AT3G48000	0.00283739	0.0629487	0.0726884	0.205368	0.147848	0.444931
AT3G50500	0.0348048	0.181254	0.340493	0.339591	0.531589	0.840477
AT3G51550	0.152697	0.109993	0.393546	0.284885	0.476435	0.598658
AT3G63210	0.293994	0.653325	0.761566	0.652577	0.663294	1.18557
AT4G10100	-0.045837	0.186135	0.270939	0.0811443	0.296114	0.478101
AT4G10170	0.0487701	-0.0967101	-0.00231393	0.146768	0.201512	0.433428
AT4G14500	-0.073279	0.197207	0.0759965	0.0180175	0.329705	0.551596
AT4G16710	-0.0418146	0.0725966	0.402181	0.18108	0.186218	0.429352
AT4G19140	0.0573594	0.117204	0.283395	0.168313	0.368231	0.548972
AT4G19190	0.0248339	0.181288	0.300485	0.242159	0.235052	0.546949
AT4G19191	0.0248339	0.181288	0.300485	0.242159	0.235052	0.546949
AT4G24220	0.127248	0.366109	0.455179	0.33071	0.334595	0.703566
AT4G25500	0.102194	0.0592941	0.200763	0.322379	0.54254	0.654502
AT4G25970	0.0557818	0.18376	0.296055	0.189358	0.395334	0.558661
AT4G25980	0.0557818	0.18376	0.296055	0.189358	0.395334	0.558661
AT4G26610	0.15431	0.0973705	0.279739	0.188488	0.470925	0.711895
AT4G30550	-0.0577733	0.0998657	0.239231	0.155225	0.103275	0.569498
AT4G32050	0.14586	0.0402764	0.296735	0.333578	0.506621	0.804141
AT4G32060	0.14586	0.0402764	0.296735	0.333578	0.506621	0.804141
AT4G37180	0.216745	0.373884	0.334899	0.337513	0.337082	0.873606
AT4G12590	-0.0365179	0.092458	0.325272	0.264466	0.222244	0.407336
AT4G14145	-0.107377	-0.141682	0.105971	-0.0676129	0.10104	0.428877
AT4G14680	0.224333	0.405617	0.226408	0.423816	0.545031	0.728538
AT4G15780	-0.00867041	0.319924	0.325667	0.198325	0.225571	0.623002
AT4G16892	0.260074	0.287246	0.434342	0.169413	0.38929	0.74264
AT4G18400	-0.0404201	0.053301	0.139528	0.321978	0.317922	0.532294
AT4G19860	0.238545	0.289064	0.454032	0.216881	0.47434	0.754854
AT4G21810	0.139079	0.201312	0.317815	0.121883	0.493207	0.70811
AT4G22540	0.133667	-0.0101385	0.312688	0.106875	0.395064	0.749632
AT4G22750	0.00246837	0.107665	0.270313	0.224706	0.296282	0.453655
AT4G22753	0.00246837	0.107665	0.270313	0.224706	0.296282	0.453655
AT4G23040	0.0180572	0.328814	0.33696	0.395652	0.456811	0.663018
AT4G29010	0.042337	0.318605	0.2527	0.28907	0.190207	0.59121
AT4G32150	0.151595	0.293615	0.716605	0.414035	0.389636	0.875553
AT4G35750	0.189949	0.297462	0.373726	0.255325	0.596395	0.905584
AT4G36780	0.0482032	-0.0240236	0.202453	0.0385482	0.284015	0.47071
AT4G39910	0.0978429	0.0850234	0.341695	0.230994	0.462779	0.55309
AT5G03770	0.0929778	0.0428165	0.185113	0.343654	0.314325	0.524131
AT5G07860	0.0407183	0.00406939	0.0610671	-0.0729027	0.196706	0.43821
AT5G07870	0.0407183	0.00406939	0.0610671	-0.0729027	0.196706	0.43821
AT5G10780	-0.0561008	0.192081	0.370462	0.317947	0.445264	0.554726
AT5G14270	0.00287863	0.118424	0.328455	0.278637	0.42526	0.602084
AT5G14280	0.00287863	0.118424	0.328455	0.278637	0.42526	0.602084
AT5G19480	-0.0142513	-0.00313087	0.0483176	0.141935	0.211834	0.464826
AT5G20500	-0.11245	-0.0395029	0.261751	0.182322	0.154801	0.312751
AT5G20900	0.15244	0.432196	0.64465	0.555282	0.748799	1.03622
AT5G24460	0.117862	0.28205	0.418439	0.443088	0.334648	0.771719
AT5G27320	0.269685	0.253305	0.6778	0.522761	0.665487	0.918865
AT5G40550	-0.0175781	0.104675	0.189731	0.397995	0.485445	0.571024
AT5G52210	-0.112128	0.00766272	0.461641	0.317505	0.426094	0.621048
AT5G55700	0.149294	0.014244	0.172427	0.260981	0.240059	0.653723
AT5G57565	-0.143956	-0.121516	0.292253	0.0803588	0.0612949	0.40904
AT5G59470	0.0250054	0.0482062	0.378352	0.245571	0.296133	0.587248
AT5G64880	0.160672	0.242134	0.404157	0.265214	0.46736	0.597798
AT5G01990	0.21029	0.542195	0.591132	0.306639	0.620129	0.856995
AT5G02150	-0.0415894	-0.00793446	0.199243	-0.0525946	0.208352	0.511707
AT5G05590	0.359618	0.413416	0.466357	0.722928	0.661665	0.959477
AT5G05610	-0.0968577	-0.0626428	0.127559	0.223882	0.197064	0.315916
AT5G11150	0.165802	0.237134	0.22865	0.239206	0.499136	0.863676
AT5G12390	-0.0630322	0.209722	0.384602	0.211036	0.384027	0.498592
AT5G15030	-0.241269	-0.373959	-0.0579171	-0.411239	-0.026572	0.13504
AT5G16830	0.0978436	0.15676	0.279512	0.348463	0.476067	0.586417
AT5G17290	-0.110858	0.16694	0.317347	0.0523267	0.0665407	0.396746
AT5G20520	-0.115893	0.0728394	0.163866	0.0133938	0.104452	0.35215
AT5G24890	0.38238	0.391929	0.595594	0.567318	0.632743	0.895179
AT5G35690	0.0186355	-0.0156846	0.364406	0.248604	0.246171	0.501174
AT5G40340	0.110102	0.179374	0.297391	0.123512	0.469006	0.711583
AT5G42870	0.0192586	0.168539	0.286558	0.103394	0.449473	0.486756
AT5G43470	0.0495392	0.293301	0.366263	0.151553	0.383153	0.512667
AT5G43480	0.0495392	0.293301	0.366263	0.151553	0.383153	0.512667
AT5G43830	0.0908482	0.0767776	0.141837	0.0750902	0.179561	0.661447
AT5G45610	-0.174927	-0.212558	0.0796033	0.111183	-0.0410848	0.384905
AT5G46150	0.00720359	0.033975	0.245842	0.213052	0.254956	0.48057
AT5G46860	-0.0526876	0.027128	0.348092	0.427962	0.431883	0.655359
AT5G48160	0.159565	0.207319	0.400994	0.233301	0.610096	0.759167
AT5G56180	0.0334273	0.455038	0.418736	0.232789	0.357054	0.690555
AT5G58070	-0.061901	0.0370992	0.290159	0.349735	0.262118	0.580559
AT5G62950	-0.100904	-0.0371935	0.215662	0.156742	0.179744	0.370813
AT5G64560	-0.170243	-0.0454404	0.0101992	0.0292768	0.123168	0.224631
AT5G65205	-0.320118	-0.183307	-0.25174	-0.106895	-0.0792128	0.240859
AT5G65910	0.0587928	0.0065138	0.321819	0.146995	0.29521	0.539539
AT5G66050	0.0728772	0.141651	0.305171	0.459721	0.613329	0.732395
AT1G11400	0.0658097	-0.117359	0.199856	0.0331534	0.51865	0.242902
AT1G12580	0.217693	0.157279	0.290789	0.191735	0.611952	0.472516
AT1G12970	0.279966	0.0934845	0.235625	0.359639	0.640224	0.553156
AT1G16250	0.0220373	-0.0055588	0.20467	0.355755	0.481796	0.462899
AT1G18450	-0.0446989	-0.0997685	0.00713264	0.10657	0.275947	0.12298
AT1G27650	-0.0568331	-0.105239	0.162432	0.066803	0.311342	0.309612
AT1G28060	0.183838	-0.0287307	0.218817	0.172603	0.375556	0.342641
AT1G28070	0.183838	-0.0287307	0.218817	0.172603	0.375556	0.342641
AT1G29340	0.342933	0.280842	0.356262	0.408583	0.80218	0.717979
AT1G32730	-0.154484	-0.337975	-0.26963	-0.126504	0.0530543	-0.0684424
AT1G35660	0.176896	0.0536254	0.337311	0.200823	0.413067	0.254411
AT1G45976	0.0701755	0.0725758	0.254113	0.0148752	0.393422	0.283304
AT1G48360	-0.173928	-0.291693	-0.0234514	-0.0484462	0.139995	0.190687
AT1G52730	-0.177797	-0.278145	-0.031699	-0.0854581	0.0314554	0.00195526
AT1G52740	-0.0486051	-0.135525	0.0393692	0.018817	0.270664	0.165803
AT1G54850	-0.0442751	-0.0992399	0.0322651	0.0649231	0.322863	0.109352
AT1G59510	-0.331135	-0.453524	-0.191369	-0.119185	-0.0367953	-0.0712862
AT1G64050	0.0597973	-0.0295545	0.170926	0.156092	0.288075	0.184358
AT1G65220	-0.0109036	-0.074199	0.0934882	0.155088	0.240272	0.270818
AT1G68580	0.0751492	-0.253281	0.0311508	0.0437693	0.217286	0.186994
AT1G69780	0.220113	0.280163	0.378781	0.233101	0.703326	0.419453
AT1G71860	0.0777522	-0.111489	0.149965	0.0811969	0.292987	0.246528
AT1G72010	0.117177	0.221741	0.297916	0.19908	0.443354	0.456241
AT1G75080	0.236835	0.148698	0.246513	0.226881	0.465445	0.501309
AT1G76405	-0.210251	-0.397583	-0.191864	-0.0285647	0.0110491	0.0544864
AT1G76580	0.216672	0.342999	0.391172	0.530844	0.684664	0.62533
AT1G77350	-0.0927354	-0.0734939	0.0904425	0.0839773	0.188941	0.216385
AT1G79990	-0.0455897	-0.123255	0.140005	0.0931216	0.228121	0.224875
AT1G02260	-0.0451648	0.109616	0.410147	0.242998	0.45479	0.360589
AT1G06515	-0.133569	-0.440483	-0.0118834	-0.0651166	0.122597	0.117799
AT1G07530	0.151378	0.225312	0.394204	0.37445	0.656077	0.442034
AT1G09060	0.0634427	-0.00752051	0.0806043	0.123674	0.339743	0.267235
AT1G10170	0.0460498	-0.138049	0.0501733	0.172013	0.349751	0.176211
AT1G10180	0.0460498	-0.138049	0.0501733	0.172013	0.349751	0.176211
AT1G11480	0.0218695	0.125098	0.288896	0.287454	0.469406	0.382961
AT1G14510	-0.0823496	-0.25714	0.126906	0.0195758	0.387155	0.0332022
AT1G14820	-0.126746	-0.171004	0.212274	0.207888	0.413205	0.195271
AT1G19300	0.385606	0.55586	0.631563	0.715276	0.940381	0.688851
AT1G33520	0.0945728	0.0471072	0.156615	0.117219	0.305992	0.25546
AT1G49480	0.0800569	-0.168563	0.144006	0.105854	0.309137	0.25616
AT1G50030	0.0489571	-0.201133	0.132782	0.0463128	0.261046	0.157264
AT1G58220	0.0928595	-0.0493154	0.28845	0.288307	0.385147	0.202652
AT1G60860	0.0423491	0.0157018	0.111636	0.117836	0.304649	0.266225
AT1G62820	0.00556984	0.0101452	0.243779	-0.0140252	0.269729	0.285422
AT1G68140	0.116639	0.156398	0.322321	0.222464	0.405958	0.44981
AT1G73820	-0.0591218	0.03485	0.130764	0.0555748	0.320485	0.327215
AT1G74800	-0.0993159	-0.299507	-0.0386909	0.0561483	0.188655	-0.0350584
AT1G75120	-0.0226045	-0.0875498	0.312863	0.177452	0.435037	0.258067
AT1G75130	-0.0226045	-0.0875498	0.312863	0.177452	0.435037	0.258067
AT1G75140	-0.0226045	-0.0875498	0.312863	0.177452	0.435037	0.258067
AT1G75150	-0.0226045	-0.0875498	0.312863	0.177452	0.435037	0.258067
AT1G75860	-0.137485	-0.0694953	0.303139	0.274355	0.34832	0.152565
AT2G01710	0.048792	-0.0221265	0.26969	0.0106182	0.418653	0.339677
AT2G15270	-0.00731056	-0.0871472	0.18818	0.196671	0.378612	0.286084
AT2G17525	-0.037003	-0.268886	-0.0549106	0.00701021	0.105149	0.0364808
AT2G17530	-0.037003	-0.268886	-0.0549106	0.00701021	0.105149	0.0364808
AT2G18390	-0.215248	-0.262682	-0.0874323	0.0371606	0.282253	0.224505
AT2G18876	0.0382515	-0.0554447	0.277459	0.171788	0.312052	0.259935
AT2G18880	0.0382515	-0.0554447	0.277459	0.171788	0.312052	0.259935
AT2G21520	0.14116	0.172984	0.466968	0.3339	0.678147	0.505453
AT2G23310	0.0213052	0.0501231	0.34004	0.242691	0.386758	0.429398
AT2G29020	0.0279276	-0.0361183	0.173521	0.0354529	0.321943	0.217261
AT2G30530	-0.117334	-0.116294	0.208363	0.0413725	0.308763	0.196864
AT2G33610	0.0588986	-0.0827983	0.0720958	0.076572	0.292173	0.126008
AT2G36960	0.0889051	-0.0379309	0.278578	0.142503	0.341271	0.237615
AT2G46260	0.218481	0.186858	0.313753	0.208285	0.666482	0.508459
AT2G06530	0.285961	0.29278	0.440209	0.311183	0.647986	0.510163
AT2G17110	0.152806	0.197195	0.380022	0.204474	0.623447	0.423047
AT2G19270	-0.0321546	-0.134177	0.0509224	-0.0617387	0.303212	-0.00370215
AT2G33340	0.0148427	-0.0605539	0.0532339	0.131706	0.238825	0.0910426
AT2G37520	0.106165	0.145477	0.178558	0.18626	0.370852	0.331854
AT2G30970	0.0680021	-0.0176634	0.27297	0.225599	0.326138	0.426407
AT2G38410	0.0371271	0.0726432	0.31831	0.309846	0.445398	0.320868
AT2G39360	0.115265	-0.0359339	0.174652	0.164114	0.409933	0.203407
AT2G40930	0.0434212	0.0801177	0.177763	0.225544	0.442574	0.136476
AT2G41710	-0.00627503	0.00429915	0.175754	0.00537576	0.434065	0.212439
AT2G43290	0.815964	0.637263	0.866909	1.07907	1.2537	1.02629
AT2G43410	-0.0221778	-0.0183733	0.106927	0.0541096	0.310396	0.10523
AT2G43420	-0.0221778	-0.0183733	0.106927	0.0541096	0.310396	0.10523
AT2G45700	-0.0431094	-0.240239	0.0282068	-0.0693053	0.169908	0.190253
AT2G47520	-0.38206	-0.296276	0	0	0	0
AT3G01560	0.145061	0.129954	0.401937	0.503988	0.426713	0.375468
AT3G04930	0.228743	0.179212	0.339969	0.174871	0.543419	0.54769
AT3G05010	0.0845037	0.00271751	0.250083	0.31727	0.316055	0.376941
AT3G05760	-0.108799	-0.0585238	0.333392	0.108593	0.28961	0.222554
AT3G06455	0.190595	-0.0638372	0.168827	-0.00560684	0.448441	0.372365
AT3G07565	0.0890661	-0.0377554	0.161575	0.319382	0.345861	0.34285
AT3G08880	0.0236133	-0.106681	0.168791	0.0331477	0.494122	0.409245
AT3G10390	-0.138156	-0.0914921	0.127567	0.0422365	0.272097	0.0597842
AT3G11880	0.0539394	0.132784	0.385212	0.228756	0.422053	0.471813
AT3G12570	0.0136018	-0.0884592	0.311621	0.15684	0.282643	0.34815
AT3G12630	0.236654	0.223257	0.467974	0.389123	0.593557	0.55224
AT3G13440	-0.0217291	-0.1313	0.143333	0.246247	0.454614	0.312604
AT3G14100	0.105529	-0.00399076	0.188657	0.175318	0.344448	0.252698
AT3G15060	-0.167769	-0.451177	-0.145339	-0.176662	0.20511	0.0188621
AT3G15820	-0.0162547	-0.0814125	0.442552	0.1741	0.348511	0.212205
AT3G24550	0.0309402	-0.0725487	0.206954	0.109033	0.327794	0.111664
AT3G45890	-0.117208	-0.43785	-0.0430412	0.0222592	0.173514	0.010214
AT3G48380	0.0377681	0.0347207	0.146513	-0.0238013	0.387487	0.307998
AT3G48780	0.216194	0.147695	0.419481	0.320138	0.597464	0.385159
AT3G48790	0.216194	0.147695	0.419481	0.320138	0.597464	0.385159
AT3G54740	0.134753	-0.0105699	0.183423	0.152796	0.414944	0.23257
AT3G57080	-0.274193	-0.28129	0.0309002	0.0199665	0.0907032	0.0801732
AT3G57340	0.146184	0.172073	0.299298	0.193908	0.482276	0.459751
AT3G59380	-0.0840974	-0.0522192	0.148934	-0.0162735	0.288004	0.16605
AT3G60600	0.0862288	0.0972749	0.250639	0.0139442	0.428154	0.358317
AT3G01130	-0.118219	-0.165777	0.0294571	0.0355608	0.220577	0.103089
AT3G01970	0.0453079	-0.00120111	0.0179669	0.112941	0.265707	0.16239
AT3G01980	0.0453079	-0.00120111	0.0179669	0.112941	0.265707	0.16239
AT3G05290	0.0474294	-0.0225324	0.190399	0.0567475	0.428652	0.265636
AT3G06190	0.0191583	-0.0478552	0.13461	0.0741965	0.262325	0.18631
AT3G07040	0.0939812	0.180812	0.422558	0.34193	0.563006	0.324332
AT3G10030	-0.0857243	-0.0837004	0.267377	0.0381348	0.335687	0.136635
AT3G15040	-0.0543283	0.00554865	0.173846	0.05338	0.248318	0.267249
AT3G15050	-0.0543283	0.00554865	0.173846	0.05338	0.248318	0.267249
AT3G15710	0.0911542	0.0560623	0.330386	0.221874	0.35145	0.426598
AT3G17250	0.105909	0.00624528	0.475042	0.39634	0.428388	0.438578
AT3G17440	-0.180091	-0.245199	0.0437764	0.0358073	0.0517463	0.103053
AT3G17590	-0.108535	-0.182958	0.0971678	0.208235	0.289128	0.215576
AT3G20020	-0.0558302	-0.229315	0.0637441	-0.0107822	0.255471	0.00160053
AT3G20630	-0.0318079	0.0227116	0.322358	0.245241	0.44966	0.199246
AT3G21610	0.0376244	1.57E-05	0.161832	0.0496837	0.264262	0.198684
AT3G22190	-0.0495585	-0.0862748	0.148021	0.167657	0.250909	0.232426
AT3G25150	-0.0196029	-0.104735	0.142436	0.207372	0.451444	0.30669
AT3G29170	0.123484	0.111877	0.535057	0.403928	0.588204	0.606146
AT3G61710	0.0591485	-0.0570653	0.256784	0.210015	0.272894	0.254977
AT3G62360	-0.0222625	-0.0234468	0.24779	0.237709	0.386453	0.0986778
AT4G00590	-0.138452	-0.283598	-0.0873964	-0.140349	0.101227	0.0664016
AT4G02350	0.0726037	0.112364	0.339656	0.278061	0.649434	0.557556
AT4G05320	0.0289163	-0.187125	0.239766	0.0887667	0.477418	0.394777
AT4G12570	0.195726	0.178831	0.494382	0.401901	0.536684	0.628
AT4G15420	-0.0243335	0.156589	0.410929	0.310179	0.463414	0.420163
AT4G17940	0.00771086	0.0446098	0.278196	0.268451	0.374603	0.423057
AT4G23840	0.0318343	-0.114071	0.169237	0.110936	0.403854	0.191475
AT4G27760	-0.198075	-0.184515	-0.103338	-0.064659	0.167858	0.086209
AT4G27880	0.0765531	0.0453614	0.256143	0.0692492	0.410669	0.366548
AT4G29380	0.156449	0.0938778	0.453061	0.239662	0.498305	0.427716
AT4G31340	0.0111576	0.051478	0.148508	0.160073	0.341932	0.222897
AT4G33060	-0.0173368	-0.111917	0.124046	0.105259	0.236804	0.0654784
AT4G37120	-0.0573656	-0.193504	0.127738	0.0461629	0.223945	-0.0304039
AT4G02740	0.0289956	0.0377657	0.378064	0.204986	0.492153	0.236353
AT4G02760	0.0289956	0.0377657	0.378064	0.204986	0.492153	0.236353
AT4G03430	0.0599858	0.00229783	0.229252	0.143821	0.425014	0.226154
AT4G05460	0.045025	-0.0527654	0.306315	0.296131	0.587424	0.355472
AT4G08460	-0.178623	-0.216601	-0.063366	-0.0469805	0.118624	-0.0670515
AT4G10930	0.093588	0.103332	0.30009	0.336564	0.418465	0.317425
AT4G10940	0.093588	0.103332	0.30009	0.336564	0.418465	0.317425
AT4G12250	-0.019052	0.199701	0.173768	0.267663	0.522496	0.334102
AT4G14430	-0.0826394	-0.00148261	0.0595536	0.100123	0.346466	0.0639755
