Gene_id	log2(7h+DEX/7h-DEX)	log2(25h+DEX/25h-DEX)	log2(gdu1-1D/WT)	log2(GDU2/WT)	log2(GDU5/WT)	log2(GDU6/WT)
AT2G43210	0.0133765	-0.329458	-0.170279	-0.192988	-0.378537	-0.148663
AT2G44640	-0.207597	-0.672644	-0.755578	-0.111818	-0.507447	-0.460345
AT2G46225	-0.0108441	-0.3856	-0.132365	-0.0627826	-0.186734	-0.20918
AT2G46810	-0.0545999	-0.397936	-0.294058	-0.275864	-0.413041	-0.185944
AT2G47220	0.147544	-0.235159	-0.178245	0.040992	-0.178455	0.114895
AT2G47230	0.147544	-0.235159	-0.178245	0.040992	-0.178455	0.114895
AT2G47580	-0.125342	-0.152966	-0.143937	0.0442035	-0.112218	0.000625203
AT2G47620	-0.0635791	-0.200185	-0.394374	-0.0771818	-0.0931468	-0.304804
AT2G47630	-0.0635791	-0.200185	-0.394374	-0.0771818	-0.0931468	-0.304804
AT2G48100	-0.205119	-0.474704	-0.35775	0.0199913	-0.411861	-0.259745
AT2G48110	-0.205119	-0.474704	-0.35775	0.0199913	-0.411861	-0.259745
AT2G48120	-0.205119	-0.474704	-0.35775	0.0199913	-0.411861	-0.259745
AT2G48121	-0.205119	-0.474704	-0.35775	0.0199913	-0.411861	-0.259745
AT2G02910	-0.171119	-0.272599	-0.266174	-0.0866002	-0.211011	-0.279408
AT2G03280	0.143462	-0.422451	-0.212189	-0.125694	-0.0902742	-0.120935
AT2G04360	-0.383298	-0.484391	-0.491375	-0.160836	-0.469947	-0.375653
AT2G04378	0.0272668	-0.195286	-0.339966	-0.185321	-0.159296	-0.169792
AT2G14880	-0.377342	-0.609498	-0.676694	-0.287739	-0.650692	-0.524729
AT2G15292	-0.229673	-0.495958	-0.626195	-0.436255	-0.381748	-0.606911
AT2G18400	-0.0440843	-0.313676	-0.300529	-0.155255	-0.119257	-0.0935019
AT2G18910	-0.18681	-0.540154	-0.41923	-0.311105	-0.470902	-0.440004
AT2G18940	-0.108464	-0.314266	-0.222659	-0.0479939	-0.379697	-0.104593
AT2G19120	0.13254	-0.340373	-0.215639	-0.17043	-0.269399	-0.271105
AT2G19470	-0.0199031	-0.22116	0.0490511	0.0738938	-0.158217	0.0644425
AT2G19720	-0.242062	-0.411699	-0.5052	-0.181121	-0.451477	-0.439063
AT2G20850	0.0201806	-0.203479	-0.0309538	0.0120888	0.0597583	-0.0441616
AT2G22650	-0.133489	-0.535018	-0.342131	-0.229178	-0.343962	-0.429317
AT2G23070	-0.0274023	-0.261682	-0.230464	-0.143204	-0.265511	-0.191553
AT2G23790	0.0658416	-0.346567	-0.24938	-0.370295	-0.265517	-0.0741267
AT2G24650	0.0204599	-0.239481	-0.0268419	-0.107104	-0.302191	-0.120646
AT2G25180	0.0315838	-0.242444	-0.220124	-0.165324	-0.13285	-0.137107
AT2G26100	-0.109358	-0.19222	-0.128102	0.00974117	-0.328597	-0.224569
AT2G26860	-0.0581668	-0.568771	-0.372249	-0.124002	-0.478047	-0.425275
AT2G28480	-0.0799876	-0.391301	-0.0934197	-0.182777	-0.206988	-0.162849
AT2G28950	0.184687	-0.411269	-0.0459665	0.217572	-0.248721	0.0348012
AT2G29980	0.252519	-0.288065	-0.158426	-0.0406461	-0.246595	-0.157809
AT2G31840	-0.222378	-0.424684	-0.531022	-0.10743	-0.380247	-0.321916
AT2G32230	-0.306083	-0.691847	-0.438972	-0.117105	-0.537914	-0.632233
AT2G32415	-0.181822	-0.381945	-0.405656	-0.213707	-0.336823	-0.216788
AT2G33500	0.054978	-0.407046	-0.0833875	0.206901	-0.0212144	-0.0548962
AT2G33540	0.17007	-0.183466	-0.0322754	-0.186234	-0.312495	-0.0645326
AT2G34520	-0.0544085	-0.243501	-0.105272	0.0123018	0.0385097	-0.0989031
AT2G34710	0.109386	-0.233784	-0.128348	-0.0578589	-0.0147112	-0.017665
AT2G34750	-0.0515423	-0.196446	-0.205388	-0.0821762	-0.259994	-0.228087
AT2G35750	-0.164527	-0.397721	-0.259516	-0.0891677	-0.261969	-0.452876
AT2G38280	0.0137756	-0.28262	-0.254937	-0.101045	-0.253408	-0.402937
AT2G38650	-0.00428254	-0.208493	-0.220645	0.027407	-0.355147	-0.111278
AT2G38730	0.0369374	-0.135439	-0.338892	-0.0129463	-0.252497	-0.126307
AT2G38980	0.0404997	-0.363326	-0.294205	-0.247987	-0.365887	-0.136287
AT2G39080	-0.154629	-0.389357	-0.266158	-0.141226	-0.330513	-0.188366
AT2G40090	0.0607433	-0.327622	-0.0651293	0.102862	0.138419	0.00316716
AT2G40290	-0.129783	-0.254033	-0.261969	-0.00892008	-0.230828	-0.254158
AT2G41720	-0.0916449	-0.462427	-0.361155	-0.0476841	-0.527569	-0.206398
AT2G41830	0.130049	-0.405963	-0.0943679	-0.0673803	-0.107892	-0.0032286
AT2G42280	-0.10574	-0.70682	-0.265764	-0.441513	-0.515866	-0.5208
AT2G43360	-0.0543977	-0.242639	-0.499324	-0.14568	-0.396938	-0.262814
AT2G43780	-0.215167	-0.370447	-0.289033	-0.0646691	-0.190672	-0.291486
AT1G14980	-0.252915	-0.534928	-0.555189	-0.290142	-0.541962	-0.265395
AT2G44660	-0.252915	-0.534928	-0.555189	-0.290142	-0.541962	-0.265395
AT2G45160	-0.106959	-0.471595	-0.147509	-0.121854	-0.251245	-0.255673
AT2G45970	-0.186471	-0.404857	-0.384084	-0.264472	-0.371645	-0.362078
AT2G47250	-0.0998596	-0.27867	-0.148353	-0.00343826	-0.204731	-0.28202
AT2G47790	-0.125656	-0.31491	-0.324483	-0.0305139	-0.107351	-0.256576
AT2G47840	-0.122848	-0.409992	-0.631951	-0.188484	-0.375459	-0.510474
AT3G02200	-0.125001	-0.278904	-0.295455	-0.156581	-0.15974	-0.34401
AT3G02280	-0.0740922	-0.301151	-0.101712	-0.105768	-0.140984	-0.233123
AT3G02468	0.00225137	-0.338721	-0.20804	-0.221645	-0.397105	-0.233894
AT3G02470	0.00225137	-0.338721	-0.20804	-0.221645	-0.397105	-0.233894
AT3G02490	-0.131488	-0.267963	-0.362402	-0.0100628	-0.26421	-0.28369
AT3G02600	-0.181079	-0.334698	-0.190963	-0.153482	-0.0856098	-0.254195
AT3G02630	0.106199	0.168405	0.039177	0.13515	0.165064	0.152662
AT3G02890	0.0648287	-0.178954	-0.0723114	-0.0841756	-0.0418778	-0.197411
AT3G03420	-0.266648	-0.318621	-0.208766	-0.0576964	-0.192713	-0.239178
AT3G04605	0.0421387	-0.241165	0.0602228	-0.0387374	-0.116005	-0.04301
AT3G04650	-0.251659	-0.395455	-0.42444	-0.0744921	-0.270008	-0.401951
AT3G04740	0.168072	0.0326498	0.119543	0.0261608	0.192917	0.15645
AT3G04810	0.0202746	-0.229692	-0.173211	-0.34791	-0.237726	-0.151391
AT3G05220	0.233089	-0.134661	0.126161	0.246219	0.296104	0.179721
AT3G06610	-0.129928	-0.381423	-0.394255	-0.148111	-0.485147	-0.309734
AT3G66652	0.0845239	-0.147495	-0.284803	-0.0808065	-0.139461	-0.258794
AT3G06730	-0.334229	-0.530073	-0.481714	-0.0506406	-0.3434	-0.369362
AT3G07230	-0.214258	-0.360951	-0.276893	-0.1199	-0.296298	-0.320711
AT3G07400	0.0748393	-0.174729	-0.10953	-0.0496399	-0.0732646	0.0325218
AT3G08030	0.380179	0.337375	0.263986	0.548163	0.49868	0.665686
AT3G08680	0.0457032	-0.106813	-0.241216	-0.0747229	-0.0135783	-0.176911
AT3G09150	-0.104827	-0.351161	-0.489956	-0.16961	-0.347893	-0.203026
AT3G09300	0.0197495	-0.212107	0.104509	0.0213432	0.0899683	-0.046736
AT3G09500	-0.266366	-0.481204	-0.503727	-0.116323	-0.237062	-0.422331
AT3G09670	0.100403	-0.414792	0.0656051	-0.185669	-0.116838	-0.214308
AT3G10440	0.0697198	-0.259333	-0.125423	-0.13575	-0.0922846	-0.135716
AT3G12020	0.0135328	-0.165617	-0.0622733	-0.118447	-0.186982	-0.000992422
AT3G12080	-0.147034	-0.448923	-0.375481	0.0233451	-0.319512	-0.184783
AT3G13880	-0.222544	-0.489605	-0.413361	-0.18188	-0.276935	-0.308245
AT3G13882	-0.222544	-0.489605	-0.413361	-0.18188	-0.276935	-0.308245
AT3G14080	0.0467275	-0.386119	-0.187925	0.122433	-0.0928272	-0.124173
AT3G15160	0.0667396	-0.172838	-0.0401424	-0.000835824	-0.0914472	0.121483
AT3G18390	-0.0449801	-0.512029	-0.392508	-0.192096	-0.48937	-0.140275
AT3G18680	-0.251062	-0.574998	-0.41043	0.0196201	-0.29721	-0.224742
AT3G19470	0.147709	-0.41356	-0.234002	-0.183726	-0.403605	-0.222911
AT3G20350	-0.0151963	-0.450356	-0.287338	-0.0792063	-0.343577	-0.110921
AT3G20430	-0.0387667	-0.390493	-0.0100991	-0.119084	-0.204017	-0.187158
AT3G21200	-0.225979	-0.603608	-0.44369	-0.128045	-0.47681	-0.248023
AT3G22780	-0.00861974	-0.372727	-0.386095	0.013803	-0.148718	-0.155593
AT3G22960	0.0662522	0.0573911	-0.177854	-0.0250026	-0.0218739	0.117311
AT3G23070	-0.0420414	-0.412772	-0.348716	-0.13345	-0.521192	-0.20876
AT3G23750	0.174846	-0.034513	0.0674844	0.068864	0.115096	0.209154
AT3G25430	-0.155017	-0.323654	-0.397821	0.111797	-0.266997	-0.330175
AT3G25680	-0.125997	-0.337762	-0.391865	-0.228102	-0.512341	-0.419947
AT3G26780	-0.0552112	-0.265808	-0.140434	-0.164591	-0.304979	-0.301706
AT3G26810	0.243909	-0.0980223	0.0116675	-0.0789905	-0.11878	-0.148299
AT3G27750	-0.348617	-0.415571	-0.558511	-0.201562	-0.584239	-0.40999
AT3G28180	0.212457	-0.107612	0.270466	0.292613	0.135607	0.323195
AT3G42806	-0.305562	-0.488959	-0.49954	-0.22292	-0.398103	-0.577152
AT3G44960	-0.138401	-0.367816	-0.560139	-0.352857	-0.226349	-0.484118
AT3G46580	0.0341687	0.010956	-0.386058	0.114362	0.0111562	0.127025
AT3G47490	-0.0549041	-0.333395	-0.0973785	-0.128381	-0.231793	-0.0939263
AT3G47930	-0.101627	-0.230809	-0.19684	0.0229135	-0.373787	-0.304631
AT3G48110	-0.130591	-0.368268	-0.358718	-0.159783	-0.420314	-0.246943
AT3G48120	-0.130591	-0.368268	-0.358718	-0.159783	-0.420314	-0.246943
AT3G49050	-0.193882	-0.301487	-0.106562	0.0346743	-0.197098	-0.0823033
AT3G49560	-0.0766021	-0.308284	-0.304195	-0.155537	-0.368882	-0.138567
AT3G50080	0.255119	-0.067355	0.042706	0.0895567	0.0446714	-0.11888
AT3G51270	-0.0626725	-0.268188	-0.303433	-0.122268	-0.0883223	-0.357574
AT3G52660	0.0309968	-0.228915	-0.167512	-0.0711285	-0.21081	-0.121646
AT3G52670	0.0309968	-0.228915	-0.167512	-0.0711285	-0.21081	-0.121646
AT3G54230	0.0296585	-0.177649	0.0902099	0.0651528	-0.0181999	-0.00694439
AT3G55380	0.00523631	-0.192326	-0.204953	-0.107932	-0.0237324	-0.105287
AT3G55620	-0.162266	-0.21946	-0.225845	-0.00454171	-0.388279	-0.29419
AT3G55630	-0.162266	-0.21946	-0.225845	-0.00454171	-0.388279	-0.29419
AT3G56590	0.121548	-0.0380463	0.243928	0.219844	-0.0252953	0.0317601
AT3G56680	-0.0373145	-0.163008	-0.110177	0.177067	0.0715701	0.220903
AT3G57190	0.00165684	-0.0863234	0.0469079	0.338153	-0.167181	0.0524695
AT3G59000	0.351582	0.159227	0.16358	0.343521	0.244482	0.323529
AT3G60950	0.0977986	-0.310087	-0.182617	-0.141356	-0.262679	0.0104924
AT3G61050	0.0977986	-0.310087	-0.182617	-0.141356	-0.262679	0.0104924
AT3G62530	-0.305829	-0.495984	-0.563682	-0.24742	-0.666168	-0.433577
AT3G62810	-0.0691126	-0.210648	-0.106651	0.182211	-0.31805	-0.137367
AT3G63000	0.181142	0.136378	0.113537	0.224326	0.0986168	0.275037
AT3G02080	-0.206576	-0.403983	-0.419234	-0.124924	-0.174855	-0.399625
AT3G03010	-0.226672	-0.352093	-0.157504	0.0430821	-0.154216	-0.18448
AT3G04470	0.0272239	-0.16655	-0.0575608	-0.0354241	0.0739604	-0.0339887
AT3G04750	0.0724955	-0.281821	-0.206886	-0.10622	-0.290638	-0.281193
AT3G04760	-0.023947	-0.340485	-0.116988	0.0695792	-0.209597	-0.0490568
AT3G04860	0.331208	-0.180666	-0.0760673	0.165439	-0.117914	0.231644
AT3G05370	0.255375	-0.169876	-0.266553	-0.0550545	0.0273615	0.243875
AT3G06060	0.00517353	-0.329599	-0.158498	-0.0152449	-0.140346	0.0611842
AT3G06140	0.0918673	-0.165557	-0.376399	-0.0941674	-0.0608838	0.0293279
AT3G07300	-0.0461547	-0.216953	-0.0673549	0.181287	-0.101232	-0.0765168
AT3G07540	0.421783	-0.141587	-0.01725	0.189827	0.280517	0.393914
AT3G07910	-0.19008	-0.285416	-0.3892	-0.174518	-0.293172	-0.364895
AT3G09710	-0.0625059	-0.304847	-0.353324	-0.0177072	-0.284114	-0.4582
AT3G09720	-0.0625059	-0.304847	-0.353324	-0.0177072	-0.284114	-0.4582
AT3G10270	-0.0603767	-0.349988	-0.270817	0.00301449	-0.432433	-0.140472
AT3G10960	-0.200716	-0.505199	-0.41532	-0.577695	-0.454385	-0.372843
AT3G11500	-0.0379951	-0.103399	-0.270127	-0.135849	-0.136647	-0.101613
AT3G11745	-0.0541426	-0.378448	-0.135341	-0.0706528	-0.155442	-0.117552
AT3G12590	0.118383	-0.237357	0.17682	0.156935	0.100654	0.0801901
AT3G13070	-0.0612913	-0.362272	-0.335242	-0.214112	-0.306584	-0.340482
AT3G13180	-0.180619	-0.515433	-0.656222	-0.195568	-0.664082	-0.430555
AT3G13225	0.0313964	-0.294306	0.0252306	-0.0641009	-0.306553	-0.160117
AT3G13530	0.0694144	-0.140759	0.19907	0.196102	0.0181385	-0.0162473
AT3G14110	-0.198057	-0.62574	-0.556498	-0.292508	-0.549304	-0.251658
AT3G14310	0.0344151	-0.577059	-0.279907	-0.288782	-0.122269	-0.0515017
AT3G14800	0.046302	-0.353873	-0.0444384	0.0454129	0.0176877	-0.0228467
AT3G14980	0.0343834	-0.22794	-0.327796	-0.0604576	-0.0935915	-0.0386577
AT3G15590	-0.0101782	-0.173628	-0.0659257	0.141185	0.0403006	0.002148
AT3G15660	-0.0632751	-0.196575	-0.100978	-0.0431115	-0.121705	-0.17199
AT3G18420	-0.199849	-0.204036	-0.29817	0.0517569	-0.340375	-0.0879372
AT3G19030	1.12901	0.832924	0.716285	0.839475	1.10645	1.0277
AT3G20070	0.108955	-0.207394	-0.218572	-0.166808	-0.202492	-0.287069
AT3G20390	0.0609831	-0.127576	-0.171599	0.0873436	0.0223211	0.0865129
AT3G20780	-0.0461095	-0.284524	-0.22808	-0.0340578	-0.213685	-0.38235
AT3G23740	-0.149158	-0.333151	-0.35824	0.0741215	-0.0317408	-0.102273
AT3G23900	0.0308792	-0.15784	-0.0417113	-0.00101298	-0.0485751	0.00829621
AT3G24506	-0.181867	-0.312507	-0.31883	-0.131977	-0.251615	-0.263023
AT3G25480	-0.158997	-0.404957	-0.39804	-0.123589	-0.434223	-0.226654
AT3G25500	0.11152	-0.128458	0.080097	0.142839	-0.238862	0.0412117
AT3G26932	0.0217022	-0.600783	-0.34074	-0.201177	-0.0641859	-0.182612
AT3G27180	-0.2241	-0.539578	-0.522811	-0.02862	-0.479611	-0.519063
AT3G27390	0.00165517	-0.186919	-0.12641	-0.124624	-0.126975	-0.00465336
AT3G28956	-0.055209	-0.397183	-0.241845	0.0610904	-0.330578	-0.163563
AT3G44205	-0.0157041	-0.457765	-0.0246623	-0.254769	-0.422941	-0.356462
AT3G45750	-0.0488661	-0.288809	-0.180016	-0.0318342	-0.427885	-0.225733
AT3G46790	-0.0541651	-0.233949	-0.0282062	0.0934374	-0.0692813	-0.241307
AT3G46820	-0.0307305	-0.472348	-0.126276	-0.154903	-0.325063	-0.124994
AT3G46960	0.0545572	-0.21161	-0.0511838	0.0507604	0.019486	0.086215
AT3G47836	-0.0868316	-0.267687	-0.180762	0.137247	-0.230204	-0.0394381
AT3G48740	0.0529904	-0.227072	-0.0770679	0.0383828	-0.344289	-0.0539897
AT3G49250	0.174896	-0.137498	-0.238411	-0.0250618	0.000690916	-0.280373
AT3G49720	-0.0178945	-0.122175	0.0107992	0.237515	-0.114361	0.138988
AT3G51580	0.0515545	-0.228478	0.239779	0.234072	-0.0344252	-0.0287761
AT3G51770	0.258789	0.0162202	0.054545	0.066295	-0.0694911	0.0269836
AT3G52940	-0.00798586	-0.336239	-0.434157	-0.130404	-0.44542	-0.365796
AT3G52941	-0.00798586	-0.336239	-0.434157	-0.130404	-0.44542	-0.365796
AT3G53260	0.329411	-0.0631725	-0.00263096	0.113425	-0.024107	-0.0585823
AT3G54350	-0.0555505	-0.196214	-3.41E-05	0.102891	0.0782412	0.0214098
AT3G55170	-0.280006	-0.489006	-0.351207	-0.0972186	-0.212432	-0.281868
AT3G55400	-0.209568	-0.515608	-0.603702	-0.324046	-0.578347	-0.469563
AT3G55480	0.13758	-0.30189	-0.141503	-0.080374	-0.288324	-0.0186788
AT3G56090	-0.0864698	-0.59383	-0.426588	-0.0911327	-0.646898	-0.321425
AT3G56430	-0.2084	-0.316665	-0.487903	-0.14306	-0.41374	-0.420629
AT3G56810	0.0926442	-0.201598	-0.389342	-0.0959874	-0.232712	-0.257698
AT3G56860	-0.10638	-0.145524	0.0371453	-0.0228687	-0.177301	-0.0803463
AT3G57180	-0.136414	-0.371042	-0.594656	-0.120996	-0.54601	-0.394208
AT3G57560	-0.130333	-0.42702	-0.494212	-0.34617	-0.468115	-0.45357
AT3G57790	0.108689	-0.503626	-0.0752705	-0.0780945	-0.392098	-0.131516
AT3G57800	0.108689	-0.503626	-0.0752705	-0.0780945	-0.392098	-0.131516
AT3G58790	0.368211	0.24811	0.395802	0.24103	0.252832	0.321846
AT3G58940	-0.121234	-0.416986	-0.0340341	-0.000698438	-0.257016	-0.175494
AT3G59040	-0.181763	-0.435163	-0.428959	-0.186976	-0.632097	-0.399967
AT3G59420	0.0634642	-0.291318	-0.0599562	0.140991	-0.0664892	-0.130991
AT3G59430	0.11343	-0.40132	-0.136338	-0.0451711	0.0742995	-0.0211212
AT3G59840	-0.0770502	-0.512259	-0.449617	0.0150371	-0.262261	-0.0225594
AT3G59845	-0.0770502	-0.512259	-0.449617	0.0150371	-0.262261	-0.0225594
AT3G60050	0.0501715	-0.439444	-0.232116	-0.175928	-0.0897438	-0.265157
AT3G60380	0.133997	-0.272625	-0.31257	-0.0109353	-0.278629	0.0481957
AT3G60510	0.0425253	-0.241973	-0.255188	-0.115514	-0.269472	-0.225441
AT3G60630	0.101205	-0.415852	-0.0613837	0.0273402	-0.22291	-0.148494
AT3G61415	-0.129638	-0.2629	-0.135009	-0.0479557	-0.214491	-0.14066
AT3G61780	0.00797404	-0.341043	-0.168298	0.20307	-0.0274584	-0.0935505
AT3G62120	-0.109114	-0.333964	-0.351176	-0.175017	-0.288521	-0.366244
AT3G62310	-0.049163	-0.336227	-0.221525	-0.174572	-0.227517	-0.396464
AT3G62940	-0.147933	-0.35931	-0.230072	-0.0426015	-0.196658	-0.236769
AT3G62980	0.20015	-0.0967208	-0.0690872	-0.0493679	-0.180845	0.043538
AT4G00060	0.0180961	-0.159592	-0.00289964	-0.0375246	-0.18354	-0.146918
AT4G00340	0.118271	-0.142732	-0.00886297	0.0775591	-0.238789	0.0396895
AT4G00650	0.0351216	-0.296853	-0.122574	-0.135045	-0.258149	-0.117026
AT4G01020	0.354193	0.195865	0.157252	0.198084	0.125383	0.233165
AT4G01410	-0.112673	-0.206345	-0.456474	-0.200184	-0.342904	-0.353843
AT4G02100	0.0902282	-0.474849	-0.298761	-0.314994	-0.171335	0.0265284
AT4G02990	-0.135127	-0.33624	-0.20739	0.0761942	-0.288988	-0.189737
AT4G03000	-0.135127	-0.33624	-0.20739	0.0761942	-0.288988	-0.189737
AT4G04885	0.0310397	-0.219421	-0.120515	0.0293113	-0.126885	-0.0638754
AT4G04970	0.203098	-0.289694	-0.117901	-0.257138	0.0159325	-0.0947432
AT4G09320	-0.313829	-0.413567	-0.45304	-0.161025	-0.396379	-0.500511
AT4G09550	-0.104227	-0.180189	-0.431451	-0.0442671	-0.271692	-0.248946
AT4G09730	-0.149044	-0.535385	-0.603807	-0.0948314	-0.570891	-0.499637
AT4G09800	-0.179912	-0.25437	-0.281895	-0.112863	-0.0688168	-0.292996
AT4G11630	-0.138054	-0.295564	-0.134852	-0.116266	-0.171459	-0.208969
AT4G11640	-0.138054	-0.295564	-0.134852	-0.116266	-0.171459	-0.208969
AT4G13990	-0.0515648	-0.166492	-0.257975	0.0110753	-0.141933	-0.0201329
AT4G14000	-0.0515648	-0.166492	-0.257975	0.0110753	-0.141933	-0.0201329
AT4G15090	-0.0340502	-0.247928	-0.261022	-0.0846391	-0.153827	-0.297396
AT4G15130	-0.0282772	-0.354784	-0.106705	0.021417	0.0329457	-0.0202474
AT4G17540	-0.389998	-0.639422	-0.451633	-0.156897	-0.55535	-0.405159
AT4G19020	-0.0309772	-0.446665	-0.454721	-0.270908	-0.117508	-0.123937
AT4G19210	0.0419774	-0.311579	-0.342722	-0.274447	-0.323033	-0.321674
AT4G20010	-0.184008	-0.327917	-0.402039	-0.294356	-0.389689	-0.325992
AT4G20130	-0.194664	-0.661818	-0.520292	-0.184843	-0.420657	-0.197821
AT4G21750	0.0408817	-0.285202	-0.205291	0.0307541	-0.0301956	-0.01437
AT4G22760	-0.119932	-0.463435	-0.24755	0.231768	-0.274429	-0.196495
AT4G23980	0.206308	0.012191	0.200196	0.0295029	-0.0313264	0.0300274
AT4G24900	-0.150096	-0.328631	-0.119076	-0.163177	-0.252082	-0.276923
AT4G25360	-0.0686798	-0.245665	-0.214553	-0.0846123	-0.324737	-0.0588033
AT4G25370	-0.0686798	-0.245665	-0.214553	-0.0846123	-0.324737	-0.0588033
AT4G26140	-0.269379	-0.637393	-0.431143	-0.29835	-0.70896	-0.313818
AT4G26230	-0.307716	-0.444629	-0.492106	-0.155486	-0.416776	-0.547895
AT4G26430	0.00152072	-0.234684	-0.184431	0.0934273	-0.315292	-0.218362
AT4G28900	-0.434549	-0.798272	-0.92376	-0.5082	-0.768349	-0.438467
AT4G29400	-0.275874	-0.588091	-0.491151	0.0156627	-0.274289	-0.353137
AT4G30100	0.177501	-0.0116926	0.109017	0.0465983	0.032443	0.00947236
AT4G30760	-0.16611	-0.34064	-0.311196	-0.219091	-0.430296	-0.202754
AT4G30820	-0.0559108	-0.333537	-0.0585377	0.14672	0.00502597	0.0101624
AT4G30845	-0.20609	-0.483873	-0.448941	0.00891436	-0.314289	-0.186119
AT4G32020	0.625905	0.285234	0.435869	0.553165	0.489678	0.330727
AT4G32710	0.081845	-0.446219	-0.260893	-0.135315	-0.37483	-0.324271
AT4G34265	-0.0994963	-0.281169	-0.294487	0.0869036	-0.272523	-0.0788991
AT4G34280	-0.254121	-0.564071	-0.610598	-0.0346817	-0.419156	-0.379362
AT4G34290	-0.254121	-0.564071	-0.610598	-0.0346817	-0.419156	-0.379362
AT4G35335	-0.0635951	-0.170742	-0.193662	-0.000946602	-0.264984	-0.145167
AT4G35490	-0.153972	-0.393315	-0.452936	-0.184037	-0.397603	-0.334221
AT4G39660	-0.00795391	-0.154132	-0.0815395	-0.112726	-0.103828	-0.0052151
AT4G00180	-0.00270563	-0.372051	-0.391794	0.00315844	-0.133741	0.00313886
AT4G00810	-0.19711	-0.481587	-0.643552	-0.167404	-0.51393	-0.38656
AT4G00950	-0.0368671	-0.52423	-0.239059	-0.0712405	-0.276069	-0.16497
AT4G01590	-0.198897	-0.22065	-0.135869	-0.017064	-0.327033	-0.263406
AT4G02560	0.00182626	-0.257482	-0.075225	-0.0306723	0.011057	-0.213868
AT4G02680	0.0166697	-0.193572	-0.218852	-0.146534	-0.157695	-0.208123
AT4G04870	-0.171679	-0.337006	-0.324225	-0.124228	-0.310972	-0.408144
AT4G10690	-0.0721219	-0.487006	-0.579158	-0.305088	-0.365324	-0.517146
AT4G11820	0.0166432	-0.264838	-0.0571877	0.0634824	0.060474	0.117762
AT4G14342	-0.103792	-0.322883	-0.263574	-0.0798739	-0.315035	-0.0616386
AT4G14920	0.164028	-0.168761	-0.0823616	-0.227317	-0.115056	-0.00647742
AT4G14960	0.0223865	-0.226877	-0.378813	-0.196908	-0.18919	-0.144726
AT4G15802	-0.126515	-0.233045	-0.125628	0.0400827	-0.184605	-0.0240027
AT4G16340	-0.0317005	-0.147386	-0.318177	-0.0937592	-0.0997317	-0.104367
AT4G16800	0.0497263	-0.317206	-0.226744	0.145703	-0.15	0.0970214
AT4G18030	0.0766199	-0.138246	-0.123822	0.0789942	-0.264636	-0.125296
AT4G20060	0.120857	-0.331304	-0.207446	0.071336	-0.2936	-0.383333
AT4G21770	-0.14215	-0.619804	-0.638475	-0.222899	-0.33337	-0.430854
AT4G22000	-0.168775	-0.155109	-0.198288	-0.0719929	-0.0864536	-0.195345
AT4G22190	0.310914	-0.0102177	0.0554844	0.108371	0.0329325	0.0824459
AT4G24660	-0.111293	-0.546931	-0.567852	-0.238947	-0.282084	-0.310699
AT4G25870	0.00306705	-0.162614	-0.23032	-0.138381	-0.24301	-0.188778
AT4G26290	-0.0850406	-0.300792	-0.395742	-0.163167	-0.47328	-0.236374
AT4G26300	-0.0850406	-0.300792	-0.395742	-0.163167	-0.47328	-0.236374
AT4G27340	-0.242769	-0.468093	-0.453509	-0.0421017	-0.467485	-0.562146
AT4G27600	-0.100419	-0.43236	-0.406276	-0.230911	-0.528101	-0.269953
AT4G27610	0.169364	-0.303666	-0.199354	-0.225518	-0.434176	-0.173194
AT4G27640	0.0196931	-0.185811	-0.38509	-0.0427943	-0.240592	-0.230986
AT4G30330	-0.121561	-0.421215	-0.282852	-0.00783881	-0.131893	-0.187754
AT4G30440	0.2552	0.135611	0.121714	0.22538	0.156996	0.318209
AT4G30720	-0.211559	-0.519893	-0.555691	-0.0905204	-0.509902	-0.418004
AT4G30790	0.255835	-0.10888	0.198829	0.245268	0.187491	0.291226
AT4G30920	-0.0376122	-0.184939	-0.313606	-0.152538	-0.247544	-0.112704
AT4G31270	0.253071	-0.180998	0.0894795	0.213418	0.170755	0.374458
AT4G31540	0.152324	0.0291208	0.244614	0.254028	0.063981	0.141308
AT4G31770	-0.00432923	-0.229466	0.00428131	-0.0378719	0.0484459	-0.105604
AT4G32520	-0.10235	-0.356148	-0.409219	-0.00715633	-0.263309	-0.300602
AT4G32605	-0.086234	-0.146345	-0.308938	0.0890262	0.00688042	-0.199647
AT4G32840	-0.0142775	-0.403508	-0.278388	-0.106641	0.0547931	-0.00234523
AT4G32900	-0.205705	-0.412621	-0.18029	0.0257183	-0.38486	-0.223974
AT4G33250	-0.124808	-0.305341	-0.300692	-0.134382	-0.165569	-0.228582
AT1G60860	-0.128209	-0.333937	-0.563589	-0.202493	-0.524432	-0.336686
AT4G35910	-0.0596822	-0.191753	-0.10603	0.0176067	-0.181034	-0.209663
AT4G35920	-0.0149916	-0.223927	-0.249514	-0.141258	-0.310642	-0.190365
AT4G36050	0.0987971	-0.387131	-0.0539964	-0.0414487	-0.306989	0.044605
AT4G37110	-0.146282	-0.46303	-0.537162	-0.152501	-0.266532	-0.230688
AT4G38680	-0.00132543	-0.351043	-0.340118	0.0203646	0.0109064	0.0526647
AT4G38890	-0.045161	-0.203104	-0.127546	0.0729459	-0.0881256	-0.114942
AT4G38980	0.132904	-0.27235	0.0140832	0.124792	-0.00354467	0.0146249
